HMISParticipationID,ProjectID,HMISParticipationType,HMISParticipationStatusStartDate,HMISParticipationStatusEndDate,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
"326","326",2,2013-11-13,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"327","327",1,2010-02-16,,2023-09-30 23:23:54,2023-12-14 12:53:38,"27",,"42412"
"328","328",2,2013-11-13,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"329","329",2,2013-11-13,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"330","330",0,2013-11-13,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"332","332",2,2013-11-13,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"333","333",2,2013-11-13,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"334","334",2,2013-11-13,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"335","335",2,2013-11-13,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"336","336",2,2013-11-13,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"337","337",1,2013-11-13,2023-12-31,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"338","338",2,2013-11-13,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"339","339",2,2013-11-13,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"340","340",0,2013-11-13,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"341","341",2,2013-11-13,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"342","342",0,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"343","343",0,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"344","344",2,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"346","346",0,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"347","347",0,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"350","350",1,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"351","351",2,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"352","352",1,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"353","353",1,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"354","354",1,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"356","356",1,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"357","357",1,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"358","358",0,2020-07-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"359","359",1,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"360","360",2,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"361","361",0,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"362","362",2,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"363","363",2,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"364","364",0,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"365","365",0,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"366","366",0,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"367","367",1,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"368","368",2,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"369","369",2,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"370","370",0,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"371","371",0,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"372","372",0,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"373","373",0,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"374","374",0,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"375","375",2,2012-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"376","376",1,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"377","377",1,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"378","378",1,2010-11-04,,2023-09-30 23:23:54,2023-12-17 22:54:12,"27",,"42412"
"379","379",2,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"380","380",1,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"381","381",2,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"382","382",2,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"383","383",2,2013-11-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"384","384",1,2009-08-19,,2023-09-30 23:23:54,2023-12-17 22:58:15,"27",,"42412"
"385","385",2,2013-11-19,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"386","386",2,2013-11-19,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"387","387",1,2013-11-19,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"388","388",2,2013-11-19,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"389","389",2,2013-11-19,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"390","390",2,2013-11-19,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"391","391",2,2013-11-19,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"392","392",0,2013-11-19,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"393","393",2,2013-11-19,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"394","394",0,2013-11-19,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"395","395",2,2013-11-20,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"396","396",1,2013-11-25,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"397","397",1,2013-11-27,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"398","398",1,2013-11-27,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"399","399",1,2013-12-18,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"400","400",1,2014-01-08,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"401","401",1,2014-01-08,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"402","402",1,2014-02-21,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"405","405",1,2014-04-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"406","406",1,2014-04-03,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"407","407",1,2014-04-03,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"408","408",1,2014-04-29,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"409","409",1,2014-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"411","411",1,2014-05-08,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"412","412",1,2014-05-08,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"413","413",1,2014-05-08,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"414","414",1,2014-05-08,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"415","415",1,2014-05-08,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"416","416",1,2014-05-08,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"417","417",1,2014-06-05,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"418","418",1,2014-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"420","420",1,2014-06-17,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"421","421",1,2014-09-03,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"422","422",1,2014-09-17,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"424","424",1,2014-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"425","425",1,2014-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"426","426",1,2014-11-06,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"427","427",1,2014-12-02,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"430","430",1,2014-12-17,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"431","431",1,2014-12-19,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"432","432",1,2014-12-19,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"433","433",1,2014-12-17,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"434","434",1,2014-12-19,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"435","435",1,2014-12-19,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"436","436",1,2015-01-06,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"437","437",1,2015-01-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"438","438",1,2020-12-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"439","439",1,2012-08-20,,2023-09-30 23:23:54,2023-12-17 22:49:40,"27",,"42412"
"440","440",0,2015-01-22,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"441","441",0,2014-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"442","442",0,2015-01-22,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"443","443",0,2015-01-23,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"445","445",1,2009-10-16,,2023-09-30 23:23:54,2023-12-17 22:16:37,"27",,"42412"
"446","446",0,2015-01-26,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"447","447",1,2014-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"448","448",2,2015-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"449","449",1,2015-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"450","450",1,2015-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"451","451",0,2014-11-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"452","452",1,2015-03-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"453","453",0,2015-03-16,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"454","454",1,2015-03-17,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"455","455",0,2015-03-17,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"457","457",0,2015-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"458","458",1,2015-03-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"462","462",1,2015-03-27,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"463","463",1,2010-06-10,,2023-09-30 23:23:54,2023-12-17 22:34:45,"27",,"42412"
"465","465",2,2015-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"466","466",1,2012-02-23,,2023-09-30 23:23:54,2023-12-17 22:56:07,"27",,"42412"
"467","467",0,2015-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"468","468",1,2015-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"470","470",1,2012-12-14,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"472","472",1,2015-09-28,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"473","473",1,2015-09-28,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"479","479",1,2015-11-02,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"480","480",1,2015-11-02,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"481","481",1,2013-10-28,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"482","482",1,2013-10-28,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"485","485",1,2016-01-13,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"486","486",1,2016-02-03,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"487","487",1,2016-03-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"490","490",1,2013-10-28,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"491","491",1,2016-07-20,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"493","493",1,2015-01-26,,2023-09-30 23:23:54,2023-12-17 23:01:04,"27",,"42412"
"494","494",1,2016-12-15,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"495","495",1,2016-12-20,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"496","496",1,2016-12-29,2022-03-16,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"497","497",1,2016-12-29,2022-03-16,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"498","498",1,2011-11-10,,2023-09-30 23:23:54,2023-12-17 22:48:50,"27",,"42412"
"499","499",1,2016-07-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"501","501",0,2017-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"502","502",1,2016-10-01,2021-07-01,2023-09-30 23:23:54,2024-06-06 16:19:13,"227",,"42412"
"2110","502",0,2021-07-02,2023-09-03,2024-06-06 16:19:41,2024-06-06 16:19:41,"227",,"42412"
"2111","502",1,2023-09-04,,2024-06-06 16:20:11,2024-06-06 16:20:11,"227",,"42412"
"503","503",0,2015-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"2061","504",1,2023-09-30,,2023-12-05 11:16:02,2024-03-05 11:39:19,"227",,"42412"
"505","505",1,2016-08-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"506","506",1,2017-03-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"507","507",0,2016-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"508","508",0,2016-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"509","509",1,2017-03-17,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"510","510",1,2017-11-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"511","511",2,2016-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"512","512",0,2015-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"513","513",0,2016-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"514","514",1,2016-10-02,,2023-09-30 23:23:54,2023-12-17 22:29:04,"27",,"42412"
"515","515",2,2016-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"516","516",1,2017-04-01,2023-12-31,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"517","517",1,2016-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"518","518",1,2015-04-10,,2023-09-30 23:23:54,2023-12-17 22:59:01,"27",,"42412"
"519","519",1,2017-06-12,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"520","520",1,2017-07-10,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"522","522",1,2017-07-28,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"523","523",1,2017-07-28,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"524","524",1,2016-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"526","526",1,2013-01-16,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"528","528",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"529","529",1,2017-10-02,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"530","530",1,2016-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"531","531",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"532","532",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"533","533",1,2017-09-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"534","534",1,2018-01-22,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"535","535",1,2018-01-01,2023-03-01,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"537","537",1,2018-02-01,2022-12-31,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"538","538",0,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"539","539",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"540","540",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"541","541",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"542","542",0,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"543","543",0,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"544","544",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"545","545",2,2017-12-07,2022-10-01,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"546","546",1,2015-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"548","548",1,2015-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"549","549",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"550","550",1,2013-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"551","551",1,2018-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"552","552",1,2018-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"553","553",1,2020-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"554","554",1,2020-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"556","556",1,2015-01-06,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"557","557",1,2018-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"558","558",1,2018-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"559","559",1,2018-12-10,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"560","560",1,2015-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"561","561",1,2015-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"562","562",1,2013-01-07,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"563","563",1,2018-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"564","564",1,2013-01-07,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"565","565",1,2019-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"567","567",1,2019-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"568","568",1,2019-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"569","569",1,2019-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"570","570",1,2019-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"571","571",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"578","578",1,2019-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"579","579",1,2019-01-21,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"580","580",1,2018-12-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"581","581",1,2018-04-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"582","582",1,2019-01-01,2022-02-28,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"583","583",2,2019-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"588","588",2,2017-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"589","589",0,2018-06-17,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"590","590",1,2018-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"591","591",1,2018-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"592","592",1,2018-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"593","593",1,2018-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"598","598",0,2018-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"600","600",0,2018-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"603","603",1,2019-01-01,2021-12-31,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"605","605",1,2018-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"606","606",1,2018-10-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"607","607",1,2019-05-06,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"608","608",1,2019-04-24,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"610","610",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"611","611",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"612","612",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"613","613",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"614","614",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"615","615",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"616","616",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"617","617",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"618","618",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"619","619",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"622","622",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"623","623",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"624","624",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"625","625",1,2018-01-01,2022-04-14,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"626","626",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"627","627",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"628","628",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"629","629",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"630","630",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"631","631",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"632","632",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"633","633",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"634","634",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"635","635",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"636","636",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"637","637",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"638","638",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"639","639",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"640","640",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"641","641",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"642","642",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"643","643",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
"644","644",1,2018-01-01,,2023-09-30 23:23:54,2023-09-30 23:23:54,"1",,"42412"
